SEDE,FACULTAD,PROGRAMA O DEPENDENCIA,NOMBRE DE LA ACTIVIDAD,RESPONSABLE(S),COMUNIDAD BENEFICIADA,VOLUNTARIADO,DESDE ASIGNATURA,NOMBRE DE LA ASIGNATURA (Aplica para actividades desde asignatura),NACIONAL,INTERNACIONAL,ESTUDIANTES,DOCENTES,BENEFICIARIOS,AÑO DE RELACIÓN
Tunja,FCIN,PIME,CONCURSO DE ROBÓTICA III Y IV,DOCENTES PROGRAMA PIME,ESTUDIANTES UNIVERSITARIOS Y DE COLEGIOS LOCALES DOCENTES Y ADMINISTRATIVOS DE LA UNIVERSIDAD,Si,No,,Si,0,0,0,0,2019
Tunja,FCSA,PMED,"CONSULTA DE PROMOCIÓN Y PREVENCIÓN A LAS MUJERES USUARIAS DE LA ESE SANTIAGO DE TUNJA, PUESTO DE SALUD LA FUENTE",GLORIA EUGENIA CAMARGO VILLALBA,MUJERES QUE ASISTEN A LA ESE SANTIAGO DE TUNJA,No,Si,GINECOOBSTETRICIA,Si,0,20,0,0,20142019
Sogamoso,FCIN,PIAM,CONSTRUCCIÓN DE JARDINES VERTICALES,YENIFER BALAGUERA,35 NIÑOS Y NIÑAS DEL JARDÍN INFANTIL DE NOBSA EL CUIDADO DEL MEDIO AMBIENTE Y AGRICULTURA SANA.,No,Si,TECNOLOGÍAS ALTERNATIVAS,Si,0,0,0,0,2016
Tunja,FCIN,PIME,CONSTRUCCIÓN PROTOTIPO DE MÁQUINA MEZCLADORA DE CARNE DE HAMBURGUESA PARA LA MICROEMPRESA SR. BÚFALO.,"ERIKA PAOLA RODRÍGUEZ LOZANO
OMAR ANDRÉS SÁNCHEZ MONROY",MICROEMPRESA SEÑOR BÚFALO.,No,Si,PROYECTO INTEGRADOR 4,Si,0,0,0,0,2016
Tunja,FCSA,PFIT,CONTAMOS CONTIGO PARA LA INCLUSIÓN SOCIAL “VIDAS EN MOVIMIENTO” SALUD Y DEPORTE: SIEMBRA UN ÁRBOL PARA TU NIETO.,SANDRA LILIANA CHÍA NEIRA MÓNICA LILIANA OJEDA PARDO,500 PERSONAS REGISTRADAS Y 100 ÁRBOLES SEMBRADOS EN EL BARRIO ANTONIA SANTOS.,No,Si,PRÁCTICA OBSERVATORIO DE DISCAPACIDAD,Si,0,0,0,0,2016
Tunja,FCSA,PFIT,CUALIDADES MOTRICES “APRENDIENDO CON AMOR PARA QUE CREZCAN CAMPEONES DE CORAZÓN”,BRAYAN ESNEIDER PATIÑO PALMA,111 ESTUDIANTES DEL COLEGIO GIMNASIO GALILEO GALILEI (144 ACCIONES).,No,Si,PRÁCTICA DE INTERVENCIÓN PRIMARIA VII SEM PFIT,Si,0,0,0,0,2018
Tunja,FADU,PDGR,CUENTACUENTOS MÓVIL: ESTRATEGIA LÚDICO PEDAGÓGICAS PARA FOMENTAR EL HÁBITO POR LA LECTURA Y LA GENERACIÓN DE APRENDIZAJES SIGNIFICATIVOS EN ESTUDIANTES DE BÁSICA PRIMARIA.,MARCELA ARANGO ,INSTITUCIONES DE EDUCACIÓN PRIMARIA DEL CASCO RURAL,No,Si,DISEÑO EDITORIAL,Si,0,26,0,0,20162019
Tunja,FCSA,PIQU,CUERPOS ESiTRAÑOS EN NARIZ Y OÍDO EN NIÑOS,ELIANA NEIRA MARTÍNEZ ,230 ESTUDIANTES COLEGIO ANTONIO JOSÉ SARMIENTO- LOS MUISCAS-TUNJA,No,Si,FUNDAMENTOS Y PROCESOS QUIRÚRGICOS III,Si,0,8,0,0,2017
Tunja,FCSA,PENF,CUIDADO AL NIÑO,DEYSI LISETH CARDENAS ,350 NIÑOS Y NIÑAS QUE EGRESAN DEL HOSPITAL SAN RAFAEL.,No,Si,"CUIDADO INTEGRAL A LA MUJER, AL LACTANTE, AL NIÑO Y AL ADOLESCENTE",Si,0,350,0,0,2017
Tunja,FCSA,PENF,CUIDADO DE ENFERMERÍA A LA PERSONA Y A LA FAMILIA - ESE SANTIAGO DE TUNJA,GINETH TULCÁN,"ESE SANTIAGO DE TUNJA UNIDADES BÁSICAS DE ATENCIÓN:
PUESTO DE SALUD: CENTRO N° 1, RUNTA, SAN ANTONIO, LIBERTADOR, CENTENARIO, EL CARMEN, FLORENCIA, LA FUENTE, LOS MUISCAS",Si,No,,Si,0,2,0,0,2019
Tunja,FCSA,PENF,CUIDADO DE ENFERMERÍA INTEGRAL AL ADULTO,MARÍA OLGA JIMÉNEZ,87 ADULTOS MAYORES Y PERSONAS CON DIVERSIDAD FUNCIONAL DEL MUNICIPIO DE SORACÁ.,No,Si,ROTACIÓN III SEMESTRE GERIÁTRICOS.,Si,0,0,0,0,2017
Tunja,FCSA,PENF,"CUIDADO INTEGRAL A LA MUJER AL LACTANTE, AL NIÑO Y AL ADOLESCENTE",ÉRICA PINTO ROSAS,14 GESTANTES JUNTO CON CADA UNO DE LOS RECIÉN NACIDOS.,No,Si,SALA DE PARTOS HOSPITAL SAN RAFAEL ROTACIÓN V SEMESTRE.,Si,0,0,0,0,2017
Tunja,FCSA,PENF,"CUIDADO INTEGRAL A LA MUJER, AL LACTANTE, AL NIÑO Y AL ADOLECENTE",ÉRICA PINTO ROSAS,"ADOLESCENTES, MUJERES EN POSPARTO",No,Si,"CUIDADO INTEGRAL A LA MUJER, AL LACTANTE, AL NIÑO Y AL ADOLESCENTE.",Si,0,0,0,0,2019
Tunja,FCSA,PENF,CUIDADO INTEGRAL AL ADULTO,ÉRICA PINTO ROSAS,ADULTO MAYOR,No,Si,CUIDADO INTEGRAL AL ADULTO,Si,0,0,0,0,2019
Tunja,FCSA,PENF,CUIDADOS DE ENFERMERÍA EN EL PUERPERIO Y AL RECIÉN NACIDO,"DEISY LISETH CÁRDENAS
ÉRICA PINTO ROSAS",36 MADRES Y SUS RECIÉN NACIDOS CON VISITA DOMICILIARIA POSPARTO.,No,Si,"CUIDADO INTEGRAL A LA MUJER, AL LACTANTE, AL NIÑO Y AL ADOLESCENTE",Si,0,0,0,0,2018
Tunja,FCIN,PIAM,CUIDANDO EL AGUA COMO HORMIGUITAS,JULIE ANDREA GIL GÓMEZ,15 NIÑOS DE PRESCOLAR DEL COLEGIO DÍAS FELICES.,No,Si,EDUCACIÓN AMBIENTAL,Si,0,0,0,0,2017
Tunja,FCIN,PIAM,CUIDANDO EL RECURSO HÍDRICO,JULIE ANDREA GIL GÓMEZ,42 NIÑOS DE PREESCOLAR DEL COLEGIO CASITA DE LOS SUEÑOS DE TUNJA,No,Si,EDUCACIÓN AMBIENTAL,Si,0,0,0,0,2017
Sogamoso,FCIN,PIAM,"CULTIVO HIDROPÓNICO PARA DISTINTOS TIPOS DE HORTALIZAS “PEREJIL, LECHUGA Y ESPINACA” SECTOR LA PRADERA SOGAMOSO",HARVEY CARRILLLO,36 HABITANTES DEL SECTOR LA PRADERA.,No,Si,TECNOLOGÍAS ALTERNATIVAS,Si,0,0,0,0,2017
Tunja,FCSA,PTRE,CULTURA DE VIDA SIN CIGARRILLO,"FLOR ÁNGELA UMBACÍA SALAS
CLARA LIZETH PALENCIA
CAROLINA PIRACHICÁN",ESTUDIANTES DE INSTITUCIONES EDUCATIVAS DE LA CIUDAD DE TUNJA. ESTUDIANTES DE LA UNIVERSIDAD DE BOYACÁ,No,Si,PRÁCTICA CLÍNICA V Y VI SEMESTRE,Si,0,0,0,0,2019
Tunja,FCSA,PTRE,CULTURA DE VIDA SIN CONSUMO DE CIGARRILLO,FLOR ÁNGELA UMBACÍA SALAS,"30 PERSONAS, PROPIETARIAS DE LAS TIENDAS DE LOS BARRIOS ASÍS Y MUISCAS",No,Si,PRÁCTICA CLÍNICA VI Y VII,Si,0,0,0,0,2016
Sogamoso,FCJS,PDCP,DERECHOS DE LA MUJER EN EVENTOS DE VIOLENCIA INTRAFAMILIAR EN LAS MUJERES DEL BARRIO CHINCA DE SOGAMOSO.,HUGO ARMANDO RAMÍREZ ACEVEDO,MUJERES DEL BARRIO CHINCA DE SOGAMOSO,No,Si,DERECHOS HUMANOS,Si,0,0,0,0,2019
Tunja,FCJS,PDCP,DERECHOS DEL ADULTO MAYOR Y MECANISMOS DE PROTECCIÓN,DOCENTE HUGO ARMANDO RAMÍREZ ACEVEDO - ESTUDIANTES DE 8 SEMESTRE,"SECTORES: CONCHUCUA, SAN ANTONIO, MANITAS, MARÍA DEL CARMEN DEL MUNICIPIO DE SOGAMOSO",No,Si,DERECHOS HUMANOS,Si,0,8,0,0,2019
Sogamoso,FCJS,PDCP,DERECHOS DEL ADULTO MAYOR Y MECANISMOS DE PROTECCIÓN,DOCENTE HUGO ARMANDO RAMÍREZ ACEVEDO - ESTUDIANTES DE 8 SEMESTRE,"SECTORES: CONCHUCUA, SAN ANTONIO, MANITAS, MARÍA DEL CARMEN DEL MUNICIPIO DE SOGAMOSO",No,Si,DERECHOS HUMANOS,Si,0,8,0,0,2019
Tunja,FCIN,PIAM,"DESARROLLO DE ESTRATEGIAS PARA AHORRO DE AGUA, EN EL COLEGIO LICEO SAN NICOLÁS DE TOLENTINO",ZULMA ROCHA GIL,"COMUNIDAD DEL COLEGIO LICEO SAN NICOLÁS DE TOLENTINO DEL GRADO PRIMERO Y SEGUNDO. EDADES ENTRE 6 – 9 AÑOS, 19 ESTUDIANTES.",No,Si,EDUCACIÓN AMBIENTAL,Si,0,0,0,0,2016
Tunja,FCIN,PISI,DESARROLLO DE PROYECTOS TECNOLÓGICOS PARA LA SOLUCIÓN DE PROBLEMÁTICAS EN COMUNIDADES O SECTORES PRODUCTIVOS.,NORMA ANGÉLICA MARÍA TOVAR,FÁBRICA DE QUESOS Y DULCES BOYACENSES Y CUERPO DE BOMBEROS VOLUNTARIOS DE TUNJA,No,Si,PROYECTO 3 Y 4,Si,0,0,0,0,2018
Tunja,FCJS,PCSO,DESARROLLO Y COOPERACIÓN COMUNITARIA,LUIS ANTONIO SEPÚLVEDA,18 COMUNIDADES EDUCATIVAS FORMALES Y NO FORMALES DEL DEPARTAMENTO DE BOYACÁ QUE DESARROLLAN LABORES EN TODOS LOS NIVELES DE APRENDIZAJE.,No,Si,COMUNICACIÓN Y EDUCACIÓN,Si,0,0,0,0,2016
Tunja,FCSA,PTRE,"DÍA MUNDIAL DE LA ESPIROMETRÍA, DEL CORAZÓN Y EL EPOC","ADRIÁN SOFÍA VALERO
SANDRA PATRICIA CORREDOR"," 20 ADULTOS MAYORES, CON EL FIN DE ESTABLECER LA FUNCIÓN PULMONAR, IDENTIFICAR FACTORES DE RIESGO CARDIOVASCULAR, PRUEBAS DE EJERCICIO CARDIOPULMONAR Y APLICACIÓN DE CUESTIONARIOS QUE EVALÚAN LA CALIDAD DE VIDA",No,Si,"PRUEBAS DE FUNCIÓN PULMONAR, NEUMOLOGÍA. ",Si,0,0,0,0,2015
Tunja,FCJS,PDCP,DIAGNÓSTICO DE INCLUSIÓN EDUCATIVA DESDE PADRES DE FAMILIA EN LA INSTITUCIÓN EDUCATIVA RURAL DEL SUR.,CLARA INÉS VILLAMIL GUZMÁN,INSTITUCIÓN EDUCATIVA RURAL DEL SUR,No,Si,PROBLEMAS DE CONTESiTO,Si,0,0,0,0,2019
Tunja,FCIN,PISA,DIAGNÓSTICO DE LAS RUTAS SELECTIVAS EN TUNJA,JOSÉ VICENTE GORRAIZ BARRERA ,APOYO A LAS RUTAS SELECTIVAS ESTABLECIDAS POR LA ASOCIACIÓN DE RECICLADORES DE TUNJA -RECITUNJA BENEFICIANDO A LA POBLACIÓN DE LA CIUDAD DE TUNJA Y APORTANDO A SU PGIRS.,No,Si,RESIDUOS SÓLIDOS,Si,0,0,0,0,2016
Tunja,FCIN,PISI,DIAGNÓSTICO DE NECESIDADES EN ENTORNOS SOCIALES Y PRODUCTIVOS DE LA REGIÓN.,ÁNGEL ZIPAQUIRÁ,87 PERSONAS DEL ASILO SAN JOSÉ TUNJA.,No,Si,ÉTICA PROFESIONAL,Si,0,0,0,0,2018
Tunja,"FCIN 
FCAC 
FCSA","PIAM
PISI
PMED","DIAGNÓSTICO DEL ECOSISTEMA ESTRATÉGICO QUE ABASTECE EL ACUEDUCTO RURAL DE LA VEREDA CARBONERA, MUNICIPIO DE MOTAVITA.",ÓSCAR ADOLFO QUINTERO FERRO,"55 USUARIOS ACUEDUCTO VEREDA CARBONERA, MUNICIPIO MOTAVITA",Si,No,,Si,0,15,0,0,2017
Tunja,FCJS,PCSO,DIPLOMADO EN RADIO COMUNITARIA,GLORIA GRIMALDO LEÓN,"RED DEPARTAMENTAL DE MEDIOS DE COMUNICACIÓN CIUDADANOS Y COMUNITARIOS DE BOYACÁ, LA SECRETARÍA DE CULTURA Y TURISMO Y EL FONDO MISiTO PARA LA PROMOCIÓN DE LA CULTURA Y LAS ARTES DE BOYACÁ.",Si,No,,Si,0,0,0,0,2015
Tunja,FADU,PDGR,DISEÑO DE IMAGEN DE POSADAS CAMPESINAS,MARÍA FERNANDA SAAVEDRA,"POSADAS DE LA PROVINCIA BAJO RICAURTE, PERSONAL FIJO Y FLOTANTE VINCULADAS AL PROYECTO.",No,Si,DISEÑO DE IMAGEN CORPORATIVA,Si,0,8,0,0,20162018
Tunja,FCIN,PIME,DISEÑO DEL SISTEMA PARA DRON CONTRA INCENDIOS,"ERIKA PAOLA RODRÍGUEZ LOZANO
OMAR ANDRÉS SÁNCHEZ MONROY",CUERPO DE BOMBEROS VOLUNTARIOS DE TUNJA.,No,Si,PROYECTO INTEGRADOR 2,Si,0,0,0,0,2016
Sogamoso,FCAC,PAEM,DISEÑO ESTRUCTURA DE PROYECTOS PARA LA EMPRESA DISTRIAVES.,YENNY MILENA VEGA,EMPRESA DISTRIAVES.,No,Si,EVALUACIÓN DE PROYECTOS,Si,0,0,0,0,2017
Tunja,FADU,PDMO,"DISEÑO FUNCIONAL: COMUNIDAD COLEGIO HUELLITAS Y SABERES
PRESENTADA EN TUNJA FASHION 2018",GISSELL NATALIA GÓMEZ SAAVEDRA,"COLEGIO HUELLITAS Y SABERES
POBLACIÓN INFANTIL DE 4 A 12 AÑOS",No,Si,TALLER DE DISEÑO Y MODA INDUSTRIAL (INFANTIL),Si,0,6,0,0,2019
Tunja,FADU,PDMO,DISEÑO FUNCIONAL: TRABAJO CON ARTESANOS Y LA MARCA TEJIDOS REBANCA. COLECCIÓN PRESENTADA EN EL CENTRO COMERCIAL EL PUENTE- SAN GIL Y EN TUNJA FASHION 2018,ANDREA MARTÍNEZ NATALIA GÓMEZ SAAVEDRA,"ARTESANOS, GÉNERO MASCULINO Y FEMENINO",No,Si,TALLER DE DISEÑO FEMENINO Y MASCULINO,Si,0,15,0,0,2019
Tunja,FCIN,PIIN,DISEÑO IMAGEN PEQUEÑAS EMPRESAS.,MARCELA ARANGO PINZÓN,COMUNIDAD UNIVERSITARIA. PEQUEÑAS ASOCIACIONES. ,Si,No,,Si,0,4,0,0,2019
Sogamoso,FADU,PARQ,DISEÑO Y CONSTRUCCIÓN DE CASITAS DE MUÑECAS,WILMER BOLAÑOS ,"COLEGIO LOS LIBERTADORES, COLEGIO SUGAMUSiI, COLEGIO GUSTAVO JIMÉNEZ Y COLEGIO TÉCNICO DE NAZARETH ABARCANDO UNA POBLACIÓN DE 300 NIÑOS DE EDADES ENTRE 3 A 6 AÑOS DE PREESCOLAR Y PRIMERO DE PRIMARIA.",No,Si,TALLER DE DISEÑO BÁSICO I,Si,0,16,0,0,2016
Tunja,FCIN,PIIN,DISEÑO Y RECONOCIMIENTO PRELIMINAR DE LOS PROCESOS DE PRODUCCIÓN.,ÁNGEL ALESiANDER ZIPAQUIRÁ VARGAS,COOPERATIVAS COINPACOL Y COINPAVEN DE LOS MUNICIPIOS DE SORACÁ Y VENTAQUEMADA DEL DEPARTAMENTO DE BOYACÁ,No,Si,FUNDAMENTOS DE PRODUCCIÓN,Si,0,0,0,0,2018
Tunja,FCJS,PDCP,DIVULGACIÓN DE LA CONCILIACIÓN EN LAS DIFERENTES POBLACIONES DEL MUNICIPIO DE SOGAMOSO,NANCY JANETH TORRES,ADULTO MAYOR,No,Si,SISTEMAS ALTERNATIVOS DE SOLUCIÓN DE CONFLICTOS,Si,0,0,0,0,2019
Sogamoso,FCJS,PDCP,DIVULGACIÓN Y ESTUDIO DE LA CONTRATACIÓN DE SERVICIOS PÚBLICOS A TRAVÉS DE LOS MEDIOS ELECTRÓNICOS COMO UN NUEVO RETO PARA LA PROTECCIÓN DE LOS DERECHOS DEL CONSUMIDOR PARA LA CIUDAD DE SOGAMOSO,NANCY JANETH TORRES,COMUNIDADES MÁS VULNERABLES DONDE SE PRESENTE MAYOR NÚMERO DE PQRS Y CCU COMO PRIMERA ESiPERIENCIA SIGNIFICATIVA,No,Si,ELECTIVA DE PROFUNDIZACIÓN PROCESOS ESPECIALES,Si,0,0,0,0,2019
Sogamoso,FCJS,PDCP,"DIVULGACIÓN Y ESTUDIO DE LA UTILIZACIÓN DE LOS MEDIOS ELECTRÓNICOS EN CONCILIACIÓN Y ARBITRAMENTO PARA LA DEFENSA DEL DERECHO DEL CONSUMIDOR DE LOS SERVICIOS PÚBLICOS, (ARTÍCULO 158 DE LA LEY 142 DE 1994) DE LOS ACUEDUCTOS DEL DEPARTAMENTO DE BOYACÁ",JOHANA CAROLINA ADAME ERAZO,"PROVINCIA SUGAMUSiI EN LA SELECCIÓN DE LOS ACUEDUCTOS RURALES DEL DEPARTAMENTO QUE SE ENCUENTRAN EN SITUACIÓN DE VULNERABILIDAD, DONDE SE IDENTIFICAN MAYOR NÚMERO DE CONFLICTOS.",No,Si,SISTEMAS ALTERNATIVOS DE SOLUCIÓN DE CONFLICTOS.,Si,0,0,0,0,2019
Sogamoso,FCJS,PDCP,"DIVULGACIÓN Y ESTUDIO DE LOS DIFERENTES SISTEMAS ALTERNATIVOS DE SOLUCIÓN DE CONFLICTOS CON ÉNFASIS EN LA CONCILIACIÓN, EN LAS DISTINTAS JUNTAS DE ACCIÓN COMUNAL DEL MUNICIPIO DE SOGAMOSO, QUE SE ENCUENTRAN EN ESTADO DE VULNERABILIDAD FRENTE A LOS DIFERENTES CONFLICTOS DE SUS COMUNIDADES",NANCY JANETH TORRES ,PRESIDENTES DE JUNTA DE ACCIÓN COMUNAL DEL MUNICIPIO DE SOGAMOSO.,No,Si,SISTEMAS ALTERNATIVOS DE SOLUCIÓN DE CONFLICTOS,Si,0,0,0,0,2018
Tunja,FCJS,PCSO,"DIVULGACIÓN Y PRESERVACIÓN DE LAS MANIFESTACIONES CULTURALES. REGISTRO AUDIOVISUAL DE LAS MANIFESTACIONES CULTURALES BOYACENSES DE LA COMUNIDAD DEL PUEBLO NACIÓN – MUISCA CHIBCHA, EN BOYACÁ.",MARÍA CATALINA BELTRÁN ZERDA,COMUNIDAD EN GENERAL ,No,Si,COMUNICACIÓN Y CULTURA,Si,0,0,0,0,2016
Tunja,PCHE,PSIC,"DONATÓN DE LITERATURA INFANTIL PARA APOYAR LA LECTURA Y APORTAR AL OBJETIVO 4 DE LOS ODS, EN LA I.E. RURAL DEL SUR, SEDE GERMANIA.",MELANY BIBIANA LASSO MARTINEZ,"40 ESTUDIANTES DE LA INSTITUCIÓN EDUCATIVA RURAL DEL SUR, SEDE GERMANIA.",Si,No,,Si,0,1,0,0,2019
Tunja,FCSA,PENF,EDUCACIÓN COMUNITARIA EN PRIMEROS AUSiILIOS,LEIDY GONZALEZ ,46 PERSONAS CAPACITADAS ENTRE DOCENTES Y ADMINISTRATIVOS DE LA INSTITUCIÓN EDUCATIVA GONZALO SUÁREZ RENDÓN.,No,Si,PRINCIPIOS BÁSICOS EN SALUD,Si,0,0,0,0,2018
Tunja,FCSA,PIQ,EDUCACIÓN EN BIOSEGURIDAD Y NORMAS DE ASEPSIA BÁSICAS,DOCENTES DE PRÁCTICA CLINICA IV CLÍNICA DE PEQUEÑOS Y GRANDES ANIMALES UPTC,CLÍNICA DE PEQUEÑOS Y GRANDES ANIMALES UPTC,Si,No,,Si,0,0,0,0,2019
Tunja,FCSA,PIQ,"EDUCACIÓN EN BIOSEGURIDAD, LIMPIEZA Y DESINFECCIÓN A PERSONAL TÉCNICO Y PROFESIONAL",DOCENTES DE PRÁCTICA CLINICA III,HOSPITAL ERASMO MEOZ DE CÚCUTA,Si,No,,Si,0,0,0,0,2019
Tunja,FCSA,PENF,EDUCACIÓN EN SALUD A ADULTOS MAYORES EN EL ÁREA URBANA DEL MUNICIPIO DE SORACÁ.,OMAR VARGAS ,14 FAMILIAS DEL ÁREA URBANA DEL MUNICIPIO DE SORACÁ.,No,Si,CUIDADO DE ENFERMERÍA A LA PERSONA Y LA FAMILIA,Si,0,0,0,0,2018
Tunja,FCSA,PBLC,EDUCACIÓN PARA LA PREVENCIÓN DE PARASITISMO INTESTINAL,ASTRID MARIBEL AGUILERA BECERRA,INSTITUCIÓN EDUCATIVA SILVINO RODRÍGUEZ SEDE JAIME ROOK ,No,Si,PRÁCTICA DE PROYECCIÓN SOCIAL,Si,0,12,0,0,2015
Tunja,FCJS,PCSO,EDUCOMUNICACIÓN PARA EL DESARROLLO AMBIENTAL DE BOYACÁ. PRODUCCIÓN AUDIOVISUAL PARA EDUCAR Y CONCIENCIAR EN EL TEMA DEL MEDIO AMBIENTE EN EL DEPARTAMENTO DE BOYACÁ.,JAIME ALBERTO PULIDO OCHOA,300 EQUIPOS INTERINSTITUCIONALES DE EDUCACIÓN  Y POBLACIÓN EN GENERAL.,Si,No,,Si,0,0,0,0,2015
Tunja,FCSA,PTRE,EJERCICIOS RESPIRATORIOS. PREVENCIÓN DE ENFERMEDAD,FLOR ÁNGELA UMBACÍA SALAS,HOGAR GERIÁTRICO CENTRO VIDA: ,Si,No,,Si,0,0,0,0,2015
Tunja,FCHE,DEHU,EL APRENDIZAJE COOPERATIVO COMO ESTRATEGIA PARA PROMOVER VALORES INCLUSIVOS EN LA INSTITUCIÓN EDUCATIVA RURAL DEL SUR,PAULA AVENDAÑO NUMPAQUE,21 ESTUDIANTES DE 9° DE BACHILLERATO DE LA SEDE RUNTA ABAJO.,No,Si,ÉTICA GENERAL,Si,0,0,0,0,2017
Sogamoso,FCJS,PDCP,EL IMPACTO AMBIENTAL DE LA INDUSTRIA ALFARERA DEL SECTOR LOS ALPES EN LA CIUDAD DE SOGAMOSO,JOHANA CAROLINA ADAME ERAZO,COMUNIDAD DEL BARRIO LOS ALPES DE LA CIUDAD DE SOGAMOSO.,No,Si,DERECHO AMBIENTAL,Si,0,0,0,0,2018
Tunja,FADU,PDGR,EL LENGUAJE VISUAL EN TUNJA,MARCELA ARANGO ,300 PERSONAS PARTICIPANTES EN EL RECONOCIMIENTO DE ELEMENTOS CARACTERÍSTICOS EN LA GRÁFICA TUNJANA.,No,Si,FUNDAMENTOS DE LA COMUNICACIÓN VISUAL,Si,0,12,0,0,2016
Tunja,FADU,PDGR,EL MAPA DE LA CIUDAD DE LOS DESEOS,CARLOS MARIO RODRÍGUEZ ,120 PERSONAS UTILIZARON GLOBOS ADHESIVOS PARA PARTICIPAR EN ESTA ACTIVIDAD.,No,Si,METODOLOGÍA Y PRÁCTICA DE LA INVESTIGACIÓN CIENTÍFICA,Si,0,15,0,0,2016
Sogamoso,FCAC,PAEM,ELABORAR PROPUESTAS DE ASESORÍA EN DESARROLLO ORGANIZACIONAL PARA LAS EMPRESAS R&R Y JAG S.A.S. DE SOGAMOSO.,JIMMY LEGUIZAMÓN,EMPRESAS R&R Y JAG S.A.S. DE SOGAMOSO.,No,Si,DESARROLLO ORGANIZACIONAL,Si,0,0,0,0,2017
Tunja,FCAC,PCPU,EMBAJADORES DE INFORMACIÓN FINANCIERA,HERIBERTO SÁNCHEZ,"3 INSTITUCIONES EDUCATIVAS DE LA CIUDAD DE TUNJA, 25 ESTABLECIMIENTOS COMERCIALES DEL BARRIO LOS MUISCAS DE LA CIUDAD DE TUNJA.",No,Si,FINANZAS CORPORATIVAS,Si,0,0,0,0,2018
Sogamoso,FADU,PARQ,"EMBELLECIMIENTO Y FORTALECIMIENTO DE LOS ESPACIOS LÚDICOS Y DE APRENDIZAJE, INTERNOS Y ESiTERNOS DE LA CIUDAD DE SOGAMOSO",OSWALDO ROJAS ,POBLACIÓN EDUCATIVA DE ESCASOS RECURSOS (20 – 40 ESTUDIANTES ENTRE 2 Y 4 AÑOS).,No,Si,ESiPRESIÓN BÁSICA Y TÉCNICAS DE ESiPRESIÓN,Si,0,12,0,0,2018
Sogamoso,FADU,PARQ,"EMBELLECIMIENTO Y FORTALECIMIENTO DE LOS ESPACIOS LÚDICOS Y DE APRENDIZAJE, INTERNOS Y ESiTERNOS DE LA CIUDAD DE SOGAMOSO",OSWALDO ROJAS ,POBLACIÓN EDUCATIVA DE ESCASOS RECURSOS 40 ESTUDIANTES ENTRE LOS 2 Y 4 AÑOS DE ZONAS VULNERABLES DE LA REGIÓN DEL SUGAMUSiI.,No,Si,ESiPRESIÓN BÁSICA Y TÉCNICAS DE ESiPRESIÓN,Si,0,40,0,0,2017
Tunja,FCSA,PMED,"ENFERMEDADES CRÓNICAS NO TRANSMISIBLES, HIPERTENSIÓN ARTERIAL, DIABETES MELLITUS. PROMOCIÓN DE LA SALUD",ARIS RUIZ MEDINA,"E.S.E SANTIAGO DE TUNJA, USUARIOS CONSULTA ESiTERNA",Si,No,,Si,0,0,0,0,2015
Tunja,FCSA,PFIT,ENTORNO ERGONÓMICO Y SALUDABLE. EVALUACIÓN DEL RIESGO DE CARGA POSTURAL POR MEDIO DEL MÉTODO OWAS.,MARCO ANTONIO CHAVES," 48  TRABAJADORES DE LA CIUDAD DE TUNJA. 15 ACTIVIDADES EN LAS DEPENDENCIAS DE SALUD OCUPACIONAL, GESTIÓN HUMANA, OPERACIONES Y PLANEACIÓN.",No,Si,PRÁCTICA DE INTERVENCIÓN PRIMARIA VII SEMESTRE ,Si,0,0,0,0,2016
Sogamoso,FCHE,PSIC,"ENTRE LA INVESTIGACIÓN Y LA INTERVENCIÓN: DESNUDANDO PREJUICIOS, CONSTRUYENDO SOCIEDAD (SEDE SOGAMOSO)",LEIDY JOHANA ESCOBAR GARCÍA,"CONSCRIPTOS, BATALLÓN DE ARTILLERÍA Nº 1- SOGAMOSO",No,Si,PROFUNDIZACIÓN EN PSIC SOCIAL COMUNITARIA Y SEMINARIO DE INVESTIGACIÓN II,Si,0,0,0,0,2019
Tunja,FADU,PDGR,ENTREGA DE MATERIAL EDITORIAL A ESCUELAS RURALES DE ESCASOS RECURSOS.,MARCELA ARANGO ,60 NIÑOS Y PERSONAL DOCENTE DE ESCUELAS RURALES DE OICATÁ.,No,Si,DISEÑO EDITORIAL,Si,0,51,0,0,2018
Tunja,FCSA,PFIT,ENTREGANDO CONOCIMIENTOS SE TRANSFORMAN PENSAMIENTOS,ELIANA MONSALVE JARAMILLO,COMUNIDAD UNIVERSIDAD DE BOYACÁ,Si,No,,Si,0,0,0,0,2019
Tunja,FCJS,PCSO,ENVOLTURA DE SUEÑOS,JAIME PULIDO,"35 ESTUDIANTES DEL COLEGIO SAN JERÓNIMO EMILIANI, UBICADO EN LA CIUDAD DE TUNJA.",Si,No,,Si,0,0,0,0,2015
Tunja,FCSA,PIQU ,ESTILOS DE VIDA SALUDABLES CON MANOS LIBRES DE MICROORGANISMOS,"ADRIANA NUMPAQUE PACABAQUE
DIEGO FERNANDO PARDO SANTAMARÍA 
LUZ ÁNGELA BUITRAGO ORJUELA ","320 NIÑOS Y NIÑAS DE LOS COLEGIOS ANDINO, GABRIEL GARCÍA MÁRQUEZ, LOS ÁNGELES Y LA CLÍNICA ASORSALUD DE TUNJA.",No,Si,PRÁCTICA CLÍNICA I Y II,Si,0,20,0,0,2016
